task_id,candidate_id,method,product_id,audience_segment,headline,body,cta,visual_prompt,model_calls,latency_ms,axis_strategy,relevance,clarity,aesthetic,audience_fit,brand_safety,factuality_penalty,diversity,predicted_engagement,reward,axis_emotional_style,axis_appeal_type,axis_layout,axis_color_direction,axis_cta_type,axis_caption_length,axis_pain_point,axis_generated_image_path
T0033,c2a46ff779fb,Ours_without_iterative_loop,P005_01,students,Family Air Fryer Lite,"Cook big meals with less oil, easy clean-up!",Shop now,"Bright colors, family cooking fun",4,4868,,0.74,0.92,0.82,0.35,1.0,0.0,0.8571,0.8072,0.7637,playful,value,minimal poster,clean bright,Shop now,medium,busy schedule,
T0033,3089404915d8,Ours_without_audience_modeling,P005_01,general_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Family enjoying healthy meals together,8,9724,,1.0,0.92,0.82,0.35,1.0,0.0,0.6667,0.8748,0.8113,practical,productivity,minimal poster,bold accent,Try today,short,unclear product value,
T0034,22a1bfdfdbdd,B0_Template,P005_01,young_professionals,Family Air Fryer Lite for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0034,74050b5df4f1,B1_SingleShot_API,P005_01,young_professionals,"Family Air Fryer Lite: More Space, Less Oil",Enjoy delicious meals with ease and less mess. Perfect for busy young professionals.,Learn more,"A modern kitchen scene with a Family Air Fryer Lite on the counter, surrounded by fresh ingredients.",4,3273,,0.61,0.92,0.82,0.35,0.78,0.04,0.9048,0.7014,0.6626,practical,identity,lifestyle scene,bold accent,Learn more,medium,work-life balance,
T0034,482594f7a4af,B2_OpenSource_Only,P005_01,young_professionals,Family Air Fryer Lite,"Cook big meals with less oil, easy clean-up, and preset menus.",Try today,A warm kitchen scene with a family enjoying a meal cooked in the Family Air Fryer Lite,3,3140,,0.87,0.92,0.8,0.35,1.0,0.0,0.8755,0.8166,0.7899,aspirational,convenience,lifestyle scene,warm neutral,Try today,detailed,time pressure,
T0034,8c5416c15ac6,B3_PromptEngineered_AI,P005_01,young_professionals,Family Air Fryer Lite,"Cook delicious meals with less oil, easy clean-up, and family-sized portions.",Try today,Compare features of the Family Air Fryer Lite for effortless meal prep.,4,2943,,0.74,0.92,0.77,0.35,1.0,0.0,0.8755,0.7962,0.7564,premium,productivity,comparison layout,clean bright,Try today,detailed,work-life balance,
T0034,712c9df975a7,Ours_EAI_CO,P005_01,young_professionals,Family Air Fryer Lite for Easy Cooking,"Enjoy delicious meals with less oil, quick and easy cleanup, and family-friendly presets.",Try Today,A happy family enjoying a meal cooked in the Family Air Fryer Lite,8,12570,,0.87,0.92,0.65,0.35,1.0,0.0,0.2222,0.7536,0.7066,aspirational,family benefit,product-centered,high contrast,Try today,detailed,time pressure,
T0034,0be0091bf7ab,Ours_without_diversity,P005_01,young_professionals,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Compare features with other air fryers for a better cooking experience.,8,11542,,1.0,0.92,0.77,0.35,1.0,0.0,0.0,0.8438,0.746,warm,convenience,comparison layout,clean bright,Try today,short,work-life balance,
T0034,a2024213f075,Ours_without_factual_penalty,P005_01,young_professionals,Family Air Fryer Lite - Perfect for Busy Parents,"Large capacity, less oil, easy cleaning, preset menus, family-size basket.",Shop Now,Experience ultimate convenience with our Family Air Fryer Lite.,8,11982,,1.0,0.92,0.65,0.4583,0.78,0.0,0.7692,0.7984,0.7788,aspirational,value,product-centered,high contrast,Shop now,short,time pressure,
T0034,c08a67610452,Ours_without_iterative_loop,P005_01,young_professionals,Family Air Fryer Lite for Easy Cooking,"Enjoy delicious meals with less oil, easy clean-up, and family-sized portions.",Shop Now,"A modern kitchen scene with the Family Air Fryer Lite on a clean, bright counter next to fresh ingredients.",4,5931,,0.74,0.92,0.92,0.35,1.0,0.0,0.7692,0.7792,0.7662,premium,convenience,lifestyle scene,clean bright,Shop now,detailed,work-life balance,
T0034,3089404915d8,Ours_without_audience_modeling,P005_01,general_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Family enjoying healthy meals together,8,9699,,1.0,0.92,0.82,0.35,1.0,0.0,0.6667,0.8748,0.8113,practical,productivity,minimal poster,bold accent,Try today,short,unclear product value,
T0035,d9f2bd8acf16,B0_Template,P005_01,family_users,Family Air Fryer Lite for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.5667,1.0,0.0,1.0,0.69,0.7273,,,,,,,,
T0035,55f9f7be569b,B1_SingleShot_API,P005_01,family_users,"Family Air Fryer Lite: More Space, Less Oil, Easy Cleaning","Enjoy delicious meals with our large capacity, easy-to-clean air fryer. Perfect for families.",Try Today,Compare now - bold accent colors,4,2993,,0.87,0.92,0.77,0.5667,0.78,0.04,0.812,0.784,0.7481,aspirational,family benefit,comparison layout,bold accent,Try today,short,limited time,
T0035,0d8737719571,B2_OpenSource_Only,P005_01,family_users,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Learn more,Compare features with other air fryers.,3,2477,,1.0,0.92,0.65,0.5667,1.0,0.0,0.8755,0.8134,0.829,premium,convenience,comparison layout,warm neutral,Learn more,short,family routines,
T0035,879a67a6505d,B3_PromptEngineered_AI,P005_01,family_users,Family-Friendly Cooking with Less Oil,Enjoy delicious meals in large capacity with easy cleanup and preset menus.,Try Today,A happy family enjoying a meal cooked in the Family Air Fryer Lite on a clean kitchen counter,4,2981,,1.0,0.92,0.92,0.5667,1.0,0.0,0.8413,0.8928,0.8768,aspirational,productivity,lifestyle scene,clean bright,Try today,short,safety concerns,
T0035,e3733cb2f358,Ours_EAI_CO,P005_01,family_users,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus for family meals.",Learn more,Family enjoying a meal together,8,11359,,1.0,0.92,0.82,0.5667,1.0,0.0,0.5455,0.8508,0.8324,practical,family benefit,lifestyle scene,bold accent,Learn more,medium,family routines,
T0035,2ae1dbfd9f77,Ours_without_diversity,P005_01,family_users,Family Air Fryer Lite,"Large capacity, less oil, easy to clean, preset menus, family-size basket.",Compare options,"Bright, clean design with family cooking together",8,10691,,1.0,0.92,0.82,0.5667,1.0,0.0,0.0,0.8508,0.7888,practical,identity,minimal poster,clean bright,Compare options,detailed,safety concerns,
T0035,8bce279cb244,Ours_without_factual_penalty,P005_01,family_users,Family Air Fryer Lite - Perfect for Your Family Routines,"Large capacity, less oil, easy cleaning, preset menus, family-size basket. Ultimate solution for busy families.",Try today,A happy family enjoying a meal cooked in the Family Air Fryer Lite,8,13039,,1.0,0.92,0.8,0.5667,0.78,0.0,0.7692,0.8744,0.8293,aspirational,value,lifestyle scene,high contrast,Try today,medium,family routines,
T0035,ed7f749e8a8b,Ours_without_iterative_loop,P005_01,family_users,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Compare options,"Bright colors, family cooking together",4,5272,,1.0,0.92,0.82,0.5667,1.0,0.0,0.9333,0.8708,0.8667,practical,value,minimal poster,clean bright,Compare options,short,limited time,
T0035,3089404915d8,Ours_without_audience_modeling,P005_01,general_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Family enjoying healthy meals together,8,9681,,1.0,0.92,0.82,0.5667,1.0,0.0,0.6667,0.9008,0.8501,practical,productivity,minimal poster,bold accent,Try today,short,unclear product value,
T0036,d1d19d7f8279,B0_Template,P005_01,price_sensitive_consumers,Family Air Fryer Lite for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0036,b420bf154f4f,B1_SingleShot_API,P005_01,price_sensitive_consumers,"Family Air Fryer Lite - More Space, Less Oil","Large capacity, easy to clean, and preset menus for delicious meals.",Compare options,See side-by-side comparison of features,4,2841,,1.0,0.92,0.65,0.4583,1.0,0.0,0.8755,0.8204,0.8128,warm,value,comparison layout,warm neutral,Compare options,medium,comparison shopping,
T0036,d67fa148b7b7,B2_OpenSource_Only,P005_01,price_sensitive_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy to clean, preset menus.",Compare now,Bright kitchen with family enjoying meal,3,2490,,1.0,0.92,0.92,0.35,1.0,0.0,0.8755,0.8468,0.8375,warm,convenience,lifestyle scene,clean bright,Compare options,short,risk avoidance,
T0036,d1d63e68bda7,B3_PromptEngineered_AI,P005_01,price_sensitive_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy to clean, preset menus.",Try today,"Bright colors, family cooking together",4,2473,,1.0,0.92,0.7,0.35,1.0,0.0,0.9048,0.8484,0.8093,playful,value,minimal poster,high contrast,Try today,short,budget pressure,
T0036,a2e3addf7833,Ours_EAI_CO,P005_01,price_sensitive_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus for family meals.",Learn more,Warm neutral tones with family cooking scene,8,10854,,1.0,0.92,0.65,0.35,1.0,0.0,0.9333,0.7874,0.7949,aspirational,family benefit,product-centered,warm neutral,Learn more,short,budget pressure,
T0036,d2c3121b2b9c,Ours_without_diversity,P005_01,price_sensitive_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Family enjoying healthy meals together,8,10994,,1.0,0.92,0.82,0.35,1.0,0.0,0.0,0.8548,0.7548,practical,family benefit,lifestyle scene,bold accent,Try today,short,risk avoidance,
T0036,84f53bbcaaf8,Ours_without_factual_penalty,P005_01,price_sensitive_consumers,Family Air Fryer Lite - Best Ever Budget Solution,"Large capacity, less oil, easy cleaning, preset menus. Perfect for family meals.",Try today,Compare now - see why Family Air Fryer Lite is the ultimate budget air fryer.,8,12650,,1.0,0.92,0.77,0.4583,0.78,0.0,0.9333,0.8348,0.8146,aspirational,family benefit,comparison layout,clean bright,Try today,short,budget pressure,
T0036,865e0d957bac,Ours_without_iterative_loop,P005_01,price_sensitive_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus for family meals.",Try today,Compare features with other air fryers,4,4961,,1.0,0.92,0.67,0.35,1.0,0.0,0.8571,0.8218,0.7971,practical,identity,comparison layout,bold accent,Try today,short,budget pressure,
T0036,3089404915d8,Ours_without_audience_modeling,P005_01,general_consumers,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Family enjoying healthy meals together,8,9677,,1.0,0.92,0.82,0.35,1.0,0.0,0.6667,0.8748,0.8113,practical,productivity,minimal poster,bold accent,Try today,short,unclear product value,
T0037,14347e03f6f6,B0_Template,P005_02,students,Family Air Fryer Plus for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0037,5efac7fbbe39,B1_SingleShot_API,P005_02,students,Family Air Fryer Plus - Cook Smartly,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Shop Now,"Bright, clean design with family cooking scene",4,2713,,1.0,0.92,0.92,0.35,1.0,0.0,0.9556,0.8468,0.8439,warm,identity,minimal poster,clean bright,Shop now,short,limited budget,
T0037,ee9de9dc33b1,B2_OpenSource_Only,P005_02,students,Family Air Fryer Plus,"Big meals, less mess, easy peasy!",Learn more,Cook yummy family meals with less oil and effort,3,2471,,0.61,0.78,0.55,0.35,1.0,0.0,0.9009,0.6332,0.6532,playful,family benefit,product-centered,warm neutral,Learn more,medium,busy schedule,
T0037,b126e8ad7e05,B3_PromptEngineered_AI,P005_02,students,Family Air Fryer Plus,"Perfect for small spaces, cook delicious meals with less oil.",Learn more,"Elegant design, bold accents, easy to clean",4,2612,,0.61,0.92,0.77,0.4583,0.78,0.04,0.9009,0.7234,0.6761,premium,productivity,product-centered,bold accent,Learn more,detailed,small dorm space,
T0037,b8a9104d86a6,Ours_EAI_CO,P005_02,students,Family Air Fryer Plus for Busy Students,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Compare Options,"Elevate your meal prep with our high-contrast, product-centered air fryer designed for students with a busy schedule.",8,12116,,1.0,0.92,0.65,0.4583,1.0,0.0,0.8571,0.8204,0.8114,aspirational,productivity,product-centered,high contrast,Compare options,detailed,busy schedule,
T0037,9aa483381177,Ours_without_diversity,P005_02,students,Family Air Fryer Plus for Busy Students,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Shop Now,Students cooking healthy meals in a dorm room,8,10628,,1.0,0.92,0.92,0.5667,1.0,0.0,0.0,0.8928,0.8095,warm,productivity,lifestyle scene,bold accent,Shop now,detailed,busy schedule,
T0037,ce978fda54ca,Ours_without_factual_penalty,P005_02,students,Family Air Fryer Plus - Perfect for Busy Students,"Large capacity, less oil, easy cleaning, preset menus, simple controls. Ultimate kitchen helper.",Compare now,Students cooking healthy meals in a warm kitchen setting,8,11579,,1.0,0.92,0.8,0.4583,0.78,0.0,0.9333,0.8314,0.8182,warm,value,lifestyle scene,warm neutral,Compare options,medium,busy schedule,
T0037,0b235aa784db,Ours_without_iterative_loop,P005_02,students,Family Air Fryer Plus,"Large capacity, less oil, easy cleaning, preset menus, simple controls - perfect for students on a budget.",Shop now,Brightly colored air fryer with family cooking together,4,5849,,1.0,0.92,0.67,0.5667,0.78,0.04,0.7692,0.8458,0.7665,practical,productivity,product-centered,clean bright,Shop now,detailed,limited budget,
T0037,471f4dfa672b,Ours_without_audience_modeling,P005_02,general_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Compare options,Compare different air fryer models with bold accents highlighting key features.,8,10593,,1.0,0.92,0.67,0.35,1.0,0.0,0.7692,0.7918,0.7852,practical,convenience,comparison layout,bold accent,Compare options,detailed,unclear product value,
T0038,556ffa87b438,B0_Template,P005_02,young_professionals,Family Air Fryer Plus for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0038,5b907a20cae0,B1_SingleShot_API,P005_02,young_professionals,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Learn more,Compare features with other air fryers for a better family cooking experience.,4,2972,,1.0,0.92,0.65,0.35,1.0,0.0,0.8755,0.7874,0.7902,warm,family benefit,comparison layout,high contrast,Learn more,detailed,commuting,
T0038,38b3ec8e19d3,B2_OpenSource_Only,P005_02,young_professionals,Family Air Fryer Plus,"Cook big meals with less oil, easy clean-up, and smart presets.",Try today,Imagine a warm kitchen filled with laughter and delicious aromas as you effortlessly cook family favorites.,3,3086,,0.74,0.92,0.55,0.35,1.0,0.0,0.9302,0.7278,0.7191,playful,identity,product-centered,warm neutral,Try today,detailed,time pressure,
T0038,4dff34ec2423,B3_PromptEngineered_AI,P005_02,young_professionals,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Compare options,Clean bright design for modern kitchens,4,2624,,1.0,0.92,0.77,0.35,1.0,0.0,0.9009,0.8338,0.8165,aspirational,value,comparison layout,clean bright,Compare options,short,commuting,
T0038,04062ffb5119,Ours_EAI_CO,P005_02,young_professionals,Family Air Fryer Plus for Easy Cooking,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Compare options,"Warm neutral colors, family cooking together, easy-to-use interface",8,11870,,1.0,0.92,0.65,0.35,1.0,0.0,0.6667,0.7874,0.7735,premium,convenience,comparison layout,warm neutral,Compare options,medium,commuting,
T0038,a5161f9fe72e,Ours_without_diversity,P005_02,young_professionals,Family Air Fryer Plus for Less Oil Meals,"Enjoy delicious meals with less oil in large capacity. Easy to clean, preset menus, simple controls.",Try Today,Family enjoying a meal together,8,10185,,1.0,0.92,0.77,0.35,1.0,0.0,0.0,0.8138,0.7412,aspirational,family benefit,product-centered,bold accent,Try today,short,commuting,
T0038,cb0e8a2ac25e,Ours_without_factual_penalty,P005_02,young_professionals,Family Air Fryer Plus - Perfect for Busy Young Professionals,"Large capacity, less oil, easy cleaning, preset menus, simple controls. Ultimate solution for busy lifestyles.",Try today,A young professional enjoying a delicious meal prepared with the Family Air Fryer Plus in a warm neutral kitchen setting,8,14930,,1.0,0.92,0.8,0.5667,0.78,0.0,0.5455,0.8744,0.8114,aspirational,value,lifestyle scene,warm neutral,Try today,detailed,time pressure,
T0038,859051e51ba2,Ours_without_iterative_loop,P005_02,young_professionals,Family Air Fryer Plus,"Cook delicious meals with less oil, easy clean-up.",Shop now,Modern kitchen with family enjoying meal,4,5280,,0.61,0.92,0.8,0.35,1.0,0.0,0.9333,0.749,0.7317,premium,convenience,lifestyle scene,high contrast,Shop now,short,work-life balance,
T0038,471f4dfa672b,Ours_without_audience_modeling,P005_02,general_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Compare options,Compare different air fryer models with bold accents highlighting key features.,8,10585,,1.0,0.92,0.67,0.35,1.0,0.0,0.7692,0.7918,0.7852,practical,convenience,comparison layout,bold accent,Compare options,detailed,unclear product value,
T0039,b246e59dc86f,B0_Template,P005_02,family_users,Family Air Fryer Plus for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.5667,1.0,0.0,1.0,0.69,0.7273,,,,,,,,
T0039,ed2e22eb36bc,B1_SingleShot_API,P005_02,family_users,"Family Air Fryer Plus - More Space, Less Oil",Enjoy delicious meals with ease and less oil. Perfect for family cooking.,Compare Options,See how it stacks up against others,4,2676,,0.48,0.92,0.77,0.4583,0.78,0.04,0.8462,0.6696,0.6372,aspirational,family benefit,comparison layout,bold accent,Compare options,medium,limited time,
T0039,1468c77ebb38,B2_OpenSource_Only,P005_02,family_users,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus.",Try today,Quickly cook delicious meals for your family.,3,2560,,0.87,0.92,0.82,0.5667,1.0,0.0,0.8755,0.847,0.8322,practical,family benefit,minimal poster,bold accent,Try today,short,family routines,
T0039,1d970cbf0502,B3_PromptEngineered_AI,P005_02,family_users,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Shop now,Compare features of our premium air fryer for hassle-free family cooking.,4,2944,,1.0,0.92,0.65,0.5667,1.0,0.0,0.8755,0.8634,0.837,premium,value,comparison layout,warm neutral,Shop now,medium,family routines,
T0039,65dc94e9df2a,Ours_EAI_CO,P005_02,family_users,Family Air Fryer Plus for Easy Cooking,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Compare Options,A happy family enjoying a meal cooked in the Family Air Fryer Plus,8,11109,,1.0,0.92,0.92,0.5667,1.0,0.0,0.6667,0.8728,0.8596,premium,family benefit,lifestyle scene,bold accent,Compare options,medium,family routines,
T0039,5c8026247e87,Ours_without_diversity,P005_02,family_users,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus.",Shop now,"Bright, clean design with family cooking together",8,11166,,0.87,0.92,0.92,0.5667,1.0,0.0,0.0,0.889,0.7829,premium,value,minimal poster,clean bright,Shop now,short,safety concerns,
T0039,ed18da71cc27,Ours_without_factual_penalty,P005_02,family_users,Family Air Fryer Plus - Ultimate Cooking Companion,"Large capacity, less oil, easy cleaning, preset menus, simple controls. Perfect for busy families.",Shop Now,Compare our Family Air Fryer Plus with other models for the best cooking experience.,8,12762,,1.0,0.92,0.77,0.5667,0.78,0.0,0.9333,0.8178,0.8292,aspirational,identity,comparison layout,clean bright,Shop now,detailed,safety concerns,
T0039,a9c29f25b5ae,Ours_without_iterative_loop,P005_02,family_users,Family Air Fryer Plus,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Compare options,See how it stacks up against others,4,4949,,1.0,0.92,0.55,0.5667,1.0,0.0,0.8571,0.7914,0.8101,practical,convenience,comparison layout,high contrast,Compare options,short,limited time,
T0039,471f4dfa672b,Ours_without_audience_modeling,P005_02,general_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Compare options,Compare different air fryer models with bold accents highlighting key features.,8,10576,,1.0,0.92,0.67,0.5667,1.0,0.0,0.7692,0.8178,0.8241,practical,convenience,comparison layout,bold accent,Compare options,detailed,unclear product value,
T0040,7b9608580b7f,B0_Template,P005_02,price_sensitive_consumers,Family Air Fryer Plus for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0040,ab8e43b9a75e,B1_SingleShot_API,P005_02,price_sensitive_consumers,"Family Air Fryer Plus - More Space, Less Oil","Large capacity, easy to clean, and preset menus. Save on oil, stay within budget.",Shop now,Compare features of our air fryers with other brands.,4,3215,,0.87,0.92,0.65,0.4583,1.0,0.0,0.7778,0.7966,0.7752,warm,identity,comparison layout,warm neutral,Shop now,medium,budget pressure,
T0040,0cba3261a974,B2_OpenSource_Only,P005_02,price_sensitive_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus.",Shop now,Warm kitchen scene with family cooking together,3,2530,,0.87,0.92,0.92,0.35,1.0,0.0,0.7374,0.863,0.8031,warm,productivity,lifestyle scene,bold accent,Shop now,short,budget pressure,
T0040,fbcf36bcead0,B3_PromptEngineered_AI,P005_02,price_sensitive_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Shop now,Bright kitchen with family cooking together,4,2617,,1.0,0.92,0.82,0.35,1.0,0.0,0.7374,0.8748,0.817,playful,productivity,lifestyle scene,clean bright,Shop now,medium,budget pressure,
T0040,dce844970fac,Ours_EAI_CO,P005_02,price_sensitive_consumers,"Family Air Fryer Plus - More Space, Less Oil, Easy Clean","Enjoy delicious meals with our large capacity, easy-to-clean air fryer. Preset menus and simple controls make cooking a breeze.",Compare Options,Explore the Family Air Fryer Plus with its bold design and spacious interior for your family's favorite meals.,8,12018,,1.0,0.92,0.67,0.35,1.0,0.0,0.9333,0.8118,0.8016,playful,value,product-centered,bold accent,Compare options,medium,budget pressure,
T0040,f9845ac6d3f2,Ours_without_diversity,P005_02,price_sensitive_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Compare now,Healthy meals for your whole family in one easy step.,8,11619,,1.0,0.92,0.7,0.35,1.0,0.0,0.0,0.8184,0.7321,playful,productivity,lifestyle scene,high contrast,Compare options,medium,risk avoidance,
T0040,542ee98b431a,Ours_without_factual_penalty,P005_02,price_sensitive_consumers,Family Air Fryer Plus - Best Ever for Less Oil,"Large capacity, easy clean, preset menus, simple controls. Ultimate convenience for your family.",Try Today,A happy family enjoying a meal cooked in the Family Air Fryer Plus on a cozy living room couch,8,12579,,1.0,0.92,0.92,0.35,0.78,0.0,0.8571,0.8248,0.8105,premium,convenience,lifestyle scene,clean bright,Try today,detailed,risk avoidance,
T0040,995987870226,Ours_without_iterative_loop,P005_02,price_sensitive_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy to clean, preset menus, simple controls.",Learn more,Warm family cooking together,4,5186,,1.0,0.92,0.92,0.35,1.0,0.0,0.7692,0.8468,0.829,warm,family benefit,minimal poster,clean bright,Learn more,detailed,comparison shopping,
T0040,471f4dfa672b,Ours_without_audience_modeling,P005_02,general_consumers,Family Air Fryer Plus,"Large capacity, less oil, easy cleaning, preset menus, simple controls.",Compare options,Compare different air fryer models with bold accents highlighting key features.,8,10580,,1.0,0.92,0.67,0.35,1.0,0.0,0.7692,0.7918,0.7852,practical,convenience,comparison layout,bold accent,Compare options,detailed,unclear product value,
